country,year,age,sex,gdp_for_year,suicides/100k
Israel,2002,44.5,1,121069378150,4.01
Israel,2002,19.5,1,121069378150,2.59
Israel,2002,29.5,1,121069378150,2.04
Israel,2002,9.5,1,121069378150,0.34
Israel,2002,9.5,0,121069378150,0
Israel,2003,87.5,0,126864966909,23.31
Israel,2003,64.5,0,126864966909,17.79
Israel,2003,44.5,0,126864966909,16.9
Israel,2003,29.5,0,126864966909,11.18
Israel,2003,19.5,0,126864966909,10.95
Israel,2003,87.5,1,126864966909,5.59
Israel,2003,64.5,1,126864966909,5.25
Israel,2003,44.5,1,126864966909,3.21
Israel,2003,29.5,1,126864966909,1.59
Israel,2003,19.5,1,126864966909,0.92
Israel,2003,9.5,0,126864966909,0.48
Israel,2003,9.5,1,126864966909,0
Israel,2004,87.5,0,135445033199,24.38
Israel,2004,64.5,0,135445033199,15.95
Israel,2004,29.5,0,135445033199,12.67
Israel,2004,44.5,0,135445033199,12
Israel,2004,19.5,0,135445033199,11.91
Israel,2004,87.5,1,135445033199,8.7
Israel,2004,64.5,1,135445033199,3.82
Israel,2004,44.5,1,135445033199,3.8
Israel,2004,29.5,1,135445033199,2.72
Israel,2004,19.5,1,135445033199,2
Israel,2004,9.5,1,135445033199,0.33
Israel,2004,9.5,0,135445033199,0.16
Israel,2005,87.5,0,142462925574,27.69
Israel,2005,64.5,0,142462925574,12.31
Israel,2005,44.5,0,142462925574,12.22
Israel,2005,87.5,1,142462925574,12.17
Israel,2005,19.5,0,142462925574,11.45
Israel,2005,29.5,0,142462925574,10.58
Israel,2005,64.5,1,142462925574,5.35
Israel,2005,44.5,1,142462925574,5.26
Israel,2005,29.5,1,142462925574,3.06
Israel,2005,19.5,1,142462925574,2.35
Israel,2005,9.5,0,142462925574,0.31
Israel,2005,9.5,1,142462925574,0.16
Israel,2006,87.5,0,153966916311,16.96
Israel,2006,64.5,0,153966916311,13.88
Israel,2006,44.5,0,153966916311,10.87
Israel,2006,19.5,0,153966916311,10.48
Israel,2006,29.5,0,153966916311,9.52
Israel,2006,87.5,1,153966916311,6.73
Israel,2006,44.5,1,153966916311,3.83
Israel,2006,19.5,1,153966916311,3.22
Israel,2006,64.5,1,153966916311,2.98
Israel,2006,29.5,1,153966916311,1.89
Israel,2006,9.5,1,153966916311,0.16
Israel,2006,9.5,0,153966916311,0
Israel,2007,87.5,0,178706717753,21.9
Israel,2007,64.5,0,178706717753,10.94
Israel,2007,44.5,0,178706717753,10.82
Israel,2007,29.5,0,178706717753,9.41
Israel,2007,19.5,0,178706717753,7.66
Israel,2007,87.5,1,178706717753,3.56
Israel,2007,44.5,1,178706717753,2.81
Israel,2007,64.5,1,178706717753,2.49
Israel,2007,29.5,1,178706717753,1.86
Israel,2007,19.5,1,178706717753,1.77
Israel,2007,9.5,0,178706717753,0.45
Israel,2007,9.5,1,178706717753,0
Israel,2008,87.5,0,215840354627,31.82
Israel,2008,64.5,0,215840354627,13.08
Israel,2008,19.5,0,215840354627,10.97
Israel,2008,44.5,0,215840354627,10.01
Israel,2008,29.5,0,215840354627,7.65
Israel,2008,87.5,1,215840354627,5.48
Israel,2008,64.5,1,215840354627,2.78
Israel,2008,29.5,1,215840354627,2.03
Israel,2008,44.5,1,215840354627,1.68
Israel,2008,19.5,1,215840354627,1.23
Israel,2008,9.5,1,215840354627,0.31
Israel,2008,9.5,0,215840354627,0.29
Israel,2009,87.5,0,207419370241,16.27
Israel,2009,64.5,0,207419370241,15.43
Israel,2009,29.5,0,207419370241,12.02
Israel,2009,44.5,0,207419370241,10.87
Israel,2009,19.5,0,207419370241,8.04
Israel,2009,64.5,1,207419370241,3.91
Israel,2009,87.5,1,207419370241,3.84
Israel,2009,44.5,1,207419370241,3.69
Israel,2009,29.5,1,207419370241,3.24
Israel,2009,19.5,1,207419370241,2.27
Israel,2009,9.5,0,207419370241,0.59
Israel,2009,9.5,1,207419370241,0.15
Israel,2010,87.5,0,233609522091,27.48
Israel,2010,64.5,0,233609522091,18.03
Israel,2010,44.5,0,233609522091,13.92
Israel,2010,29.5,0,233609522091,13.72
Israel,2010,19.5,0,233609522091,10.49
Israel,2010,87.5,1,233609522091,4.22
Israel,2010,64.5,1,233609522091,3.79
Israel,2010,44.5,1,233609522091,3.74
Israel,2010,19.5,1,233609522091,1.73
Israel,2010,29.5,1,233609522091,1.61
Israel,2010,9.5,1,233609522091,0.45
Israel,2010,9.5,0,233609522091,0.29
Israel,2011,87.5,0,261628548084,29.16
Israel,2011,64.5,0,261628548084,15.04
Israel,2011,44.5,0,261628548084,12.73
Israel,2011,29.5,0,261628548084,8.02
Israel,2011,19.5,0,261628548084,6.77
Israel,2011,64.5,1,261628548084,5.01
Israel,2011,87.5,1,261628548084,3.17
Israel,2011,29.5,1,261628548084,2.86
Israel,2011,44.5,1,261628548084,2.45
Israel,2011,19.5,1,261628548084,2.06
Israel,2011,9.5,0,261628548084,0.14
Israel,2011,9.5,1,261628548084,0
Israel,2012,87.5,0,257296579579,21.32
Israel,2012,64.5,0,257296579579,17.03
Israel,2012,44.5,0,257296579579,14.7
Israel,2012,29.5,0,257296579579,10.02
Israel,2012,19.5,0,257296579579,5.21
Israel,2012,87.5,1,257296579579,4.01
Israel,2012,64.5,1,257296579579,3.92
Israel,2012,29.5,1,257296579579,3
Israel,2012,19.5,1,257296579579,2.21
Israel,2012,44.5,1,257296579579,1.96
Israel,2012,9.5,0,257296579579,0.41
Israel,2012,9.5,1,257296579579,0
Israel,2013,87.5,0,292489185194,21.24
Israel,2013,64.5,0,292489185194,12.66
Israel,2013,44.5,0,292489185194,11.23
Israel,2013,29.5,0,292489185194,8.19
Israel,2013,87.5,1,292489185194,5.2
Israel,2013,19.5,0,292489185194,4.81
Israel,2013,64.5,1,292489185194,3.67
Israel,2013,44.5,1,292489185194,2.79
Israel,2013,29.5,1,292489185194,2.63
Israel,2013,9.5,0,292489185194,0.95
Israel,2013,19.5,1,292489185194,0.84
Israel,2013,9.5,1,292489185194,0
Israel,2014,87.5,0,308416982140,19.4
Israel,2014,44.5,0,308416982140,13.51
Israel,2014,64.5,0,308416982140,9.36
Israel,2014,29.5,0,308416982140,7.07
Israel,2014,19.5,0,308416982140,5.52
Israel,2014,87.5,1,308416982140,4.65
Israel,2014,64.5,1,308416982140,3.72
Israel,2014,44.5,1,308416982140,3.05
Israel,2014,29.5,1,308416982140,2.26
Israel,2014,19.5,1,308416982140,1.65
Israel,2014,9.5,0,308416982140,0.93
Israel,2014,9.5,1,308416982140,0.14
Israel,2015,87.5,0,299093839690,17.77
Israel,2015,64.5,0,299093839690,10.92
Israel,2015,44.5,0,299093839690,9.74
Israel,2015,29.5,0,299093839690,7.68
Israel,2015,87.5,1,299093839690,5.81
Israel,2015,19.5,0,299093839690,5.43
Israel,2015,64.5,1,299093839690,2.56
Israel,2015,29.5,1,299093839690,2.23
Israel,2015,44.5,1,299093839690,2.07
Israel,2015,19.5,1,299093839690,1.3
Israel,2015,9.5,0,299093839690,0.26
Israel,2015,9.5,1,299093839690,0.14
Italy,1985,87.5,0,450725816043,48.93
Italy,1985,64.5,0,450725816043,26.18
Italy,1985,44.5,0,450725816043,12.41
Italy,1985,87.5,1,450725816043,12.18
Italy,1985,64.5,1,450725816043,9.93
Italy,1985,29.5,0,450725816043,9.08
Italy,1985,19.5,0,450725816043,5.22
Italy,1985,44.5,1,450725816043,5.11
Italy,1985,29.5,1,450725816043,2.69
Italy,1985,19.5,1,450725816043,1.3
Italy,1985,9.5,0,450725816043,0.24
Italy,1985,9.5,1,450725816043,0.13
Italy,1986,87.5,0,638273986102,49.4
Italy,1986,64.5,0,638273986102,23.06
Italy,1986,44.5,0,638273986102,12.77
Italy,1986,87.5,1,638273986102,12.14
Italy,1986,64.5,1,638273986102,9.61
Italy,1986,29.5,0,638273986102,9.39
Italy,1986,44.5,1,638273986102,5.31
Italy,1986,19.5,0,638273986102,4.94
Italy,1986,29.5,1,638273986102,2.42
Italy,1986,19.5,1,638273986102,1.55
Italy,1986,9.5,0,638273986102,0.38
Italy,1986,9.5,1,638273986102,0.08
Italy,1987,87.5,0,803055418883,47.11
Italy,1987,64.5,0,803055418883,22.48
Italy,1987,44.5,0,803055418883,11.97
Italy,1987,87.5,1,803055418883,11.73
Italy,1987,29.5,0,803055418883,10.26
Italy,1987,64.5,1,803055418883,8.13
Italy,1987,19.5,0,803055418883,5.1
Italy,1987,44.5,1,803055418883,4.58
Italy,1987,29.5,1,803055418883,2.42
Italy,1987,19.5,1,803055418883,1.36
Italy,1987,9.5,0,803055418883,0.29
Italy,1987,9.5,1,803055418883,0.11
Italy,1988,87.5,0,888667913419,47.44
Italy,1988,64.5,0,888667913419,20.85
Italy,1988,87.5,1,888667913419,11.08
Italy,1988,44.5,0,888667913419,10.92
Italy,1988,29.5,0,888667913419,9.07
Italy,1988,64.5,1,888667913419,8.34
Italy,1988,19.5,0,888667913419,4.95
Italy,1988,44.5,1,888667913419,4.62
Italy,1988,29.5,1,888667913419,2.75
Italy,1988,19.5,1,888667913419,1.41
Italy,1988,9.5,0,888667913419,0.27
Italy,1988,9.5,1,888667913419,0.11
Italy,1989,87.5,0,925598068021,43.64
Italy,1989,64.5,0,925598068021,20.15
Italy,1989,44.5,0,925598068021,11.25
Italy,1989,29.5,0,925598068021,9.94
Italy,1989,87.5,1,925598068021,9.49
Italy,1989,64.5,1,925598068021,7.47
Italy,1989,19.5,0,925598068021,5.12
Italy,1989,44.5,1,925598068021,4.27
Italy,1989,29.5,1,925598068021,3.22
Italy,1989,19.5,1,925598068021,1.6
Italy,1989,9.5,0,925598068021,0.28
Italy,1989,9.5,1,925598068021,0.21
Italy,1990,87.5,0,1177326294441,50.29
Italy,1990,64.5,0,1177326294441,18.61
Italy,1990,44.5,0,1177326294441,10.86
Italy,1990,29.5,0,1177326294441,9.89
Italy,1990,87.5,1,1177326294441,9.5
Italy,1990,64.5,1,1177326294441,7.24
Italy,1990,19.5,0,1177326294441,5.88
Italy,1990,44.5,1,1177326294441,4.2
Italy,1990,29.5,1,1177326294441,3.01
Italy,1990,19.5,1,1177326294441,2
Italy,1990,9.5,0,1177326294441,0.32
Italy,1990,9.5,1,1177326294441,0.18
Italy,1991,87.5,0,1242109397534,41.87
Italy,1991,64.5,0,1242109397534,20.21
Italy,1991,44.5,0,1242109397534,11.47
Italy,1991,29.5,0,1242109397534,10
Italy,1991,87.5,1,1242109397534,9.63
Italy,1991,64.5,1,1242109397534,7.43
Italy,1991,19.5,0,1242109397534,5.66
Italy,1991,44.5,1,1242109397534,4.47
Italy,1991,29.5,1,1242109397534,3.23
Italy,1991,19.5,1,1242109397534,1.6
Italy,1991,9.5,0,1242109397534,0.24
Italy,1991,9.5,1,1242109397534,0.06
Italy,1992,87.5,0,1315806985860,40.4
Italy,1992,64.5,0,1315806985860,19.7
Italy,1992,44.5,0,1315806985860,12.38
Italy,1992,29.5,0,1315806985860,10.97
Italy,1992,87.5,1,1315806985860,8.67
Italy,1992,64.5,1,1315806985860,7.39
Italy,1992,19.5,0,1315806985860,6.69
Italy,1992,44.5,1,1315806985860,4.48
Italy,1992,29.5,1,1315806985860,2.53
Italy,1992,19.5,1,1315806985860,1.79
Italy,1992,9.5,0,1315806985860,0.38
Italy,1992,9.5,1,1315806985860,0.1
Italy,1993,87.5,0,1061445225791,44.16
Italy,1993,64.5,0,1061445225791,20.03
Italy,1993,44.5,0,1061445225791,12.87
Italy,1993,29.5,0,1061445225791,11.73
Italy,1993,87.5,1,1061445225791,8.72
Italy,1993,64.5,1,1061445225791,7.31
Italy,1993,19.5,0,1061445225791,6.99
Italy,1993,44.5,1,1061445225791,4
Italy,1993,29.5,1,1061445225791,2.93
Italy,1993,19.5,1,1061445225791,1.4
Italy,1993,9.5,0,1061445225791,0.66
Italy,1993,9.5,1,1061445225791,0.34
Italy,1994,87.5,0,1095590833694,43.98
Italy,1994,64.5,0,1095590833694,18.81
Italy,1994,29.5,0,1095590833694,11.93
Italy,1994,44.5,0,1095590833694,11.86
Italy,1994,87.5,1,1095590833694,9.16
Italy,1994,19.5,0,1095590833694,7.38
Italy,1994,64.5,1,1095590833694,6
Italy,1994,44.5,1,1095590833694,3.84
Italy,1994,29.5,1,1095590833694,3.12
Italy,1994,19.5,1,1095590833694,1.76
Italy,1994,9.5,0,1095590833694,0.74
Italy,1994,9.5,1,1095590833694,0.35
Italy,1995,87.5,0,1170787352906,44.66
Italy,1995,64.5,0,1170787352906,18.63
Italy,1995,44.5,0,1170787352906,12.87
Italy,1995,29.5,0,1170787352906,10.62
Italy,1995,87.5,1,1170787352906,8.46
Italy,1995,19.5,0,1170787352906,7.26
Italy,1995,64.5,1,1170787352906,6.6
Italy,1995,44.5,1,1170787352906,4.09
Italy,1995,29.5,1,1170787352906,2.65
Italy,1995,19.5,1,1170787352906,1.61
Italy,1995,9.5,0,1170787352906,0.52
Italy,1995,9.5,1,1170787352906,0.04
Italy,1996,87.5,0,1308929351236,38.67
Italy,1996,64.5,0,1308929351236,18.87
Italy,1996,44.5,0,1308929351236,13.06
Italy,1996,29.5,0,1308929351236,11.26
Italy,1996,87.5,1,1308929351236,9.26
Italy,1996,19.5,0,1308929351236,7.8
Italy,1996,64.5,1,1308929351236,6.9
Italy,1996,44.5,1,1308929351236,4.31
Italy,1996,29.5,1,1308929351236,2.99
Italy,1996,19.5,1,1308929351236,1.69
Italy,1996,9.5,0,1308929351236,0.42
Italy,1996,9.5,1,1308929351236,0.22
Italy,1997,87.5,0,1239050932242,41.29
Italy,1997,64.5,0,1239050932242,20.23
Italy,1997,44.5,0,1239050932242,12.03
Italy,1997,29.5,0,1239050932242,11.32
Italy,1997,19.5,0,1239050932242,8.5
Italy,1997,87.5,1,1239050932242,8.06
Italy,1997,64.5,1,1239050932242,6.01
Italy,1997,44.5,1,1239050932242,3.93
Italy,1997,29.5,1,1239050932242,3.44
Italy,1997,19.5,1,1239050932242,1.83
Italy,1997,9.5,1,1239050932242,0.22
Italy,1997,9.5,0,1239050932242,0.18
Italy,1998,87.5,0,1266309245009,42.97
Italy,1998,64.5,0,1266309245009,18.48
Italy,1998,29.5,0,1266309245009,11.75
Italy,1998,44.5,0,1266309245009,11.55
Italy,1998,19.5,0,1266309245009,7.45
Italy,1998,87.5,1,1266309245009,7.26
Italy,1998,64.5,1,1266309245009,5.62
Italy,1998,44.5,1,1266309245009,3.84
Italy,1998,29.5,1,1266309245009,2.55
Italy,1998,19.5,1,1266309245009,1.87
Italy,1998,9.5,0,1266309245009,0.46
Italy,1998,9.5,1,1266309245009,0.04
Italy,1999,87.5,0,1248563179203,34.53
Italy,1999,64.5,0,1248563179203,17.18
Italy,1999,44.5,0,1248563179203,10.74
Italy,1999,29.5,0,1248563179203,10.44
Italy,1999,19.5,0,1248563179203,6.71
Italy,1999,87.5,1,1248563179203,6.47
Italy,1999,64.5,1,1248563179203,5.43
Italy,1999,44.5,1,1248563179203,3.56
Italy,1999,29.5,1,1248563179203,2.71
Italy,1999,19.5,1,1248563179203,1.65
Italy,1999,9.5,1,1248563179203,0.19
Italy,1999,9.5,0,1248563179203,0.11
Italy,2000,87.5,0,1141759996315,34.45
Italy,2000,64.5,0,1141759996315,15.2
Italy,2000,44.5,0,1141759996315,11.58
Italy,2000,29.5,0,1141759996315,10.09
Italy,2000,87.5,1,1141759996315,7.6
Italy,2000,19.5,0,1141759996315,6.67
Italy,2000,64.5,1,1141759996315,5.04
Italy,2000,44.5,1,1141759996315,3.91
Italy,2000,29.5,1,1141759996315,2.76
Italy,2000,19.5,1,1141759996315,1.53
Italy,2000,9.5,0,1141759996315,0.32
Italy,2000,9.5,1,1141759996315,0.07
Italy,2001,87.5,0,1162317852349,33.43
Italy,2001,64.5,0,1162317852349,15.61
Italy,2001,44.5,0,1162317852349,11.07
Italy,2001,29.5,0,1162317852349,10.18
Italy,2001,19.5,0,1162317852349,6.48
Italy,2001,87.5,1,1162317852349,6.03
Italy,2001,64.5,1,1162317852349,5.35
Italy,2001,44.5,1,1162317852349,3.68
Italy,2001,29.5,1,1162317852349,2.23
Italy,2001,19.5,1,1162317852349,1.31
Italy,2001,9.5,0,1162317852349,0.39
Italy,2001,9.5,1,1162317852349,0.11
Italy,2002,87.5,0,1266510634293,31.91
Italy,2002,64.5,0,1266510634293,15.82
Italy,2002,44.5,0,1266510634293,11.61
Italy,2002,29.5,0,1266510634293,10.8
Italy,2002,19.5,0,1266510634293,6.5
Italy,2002,87.5,1,1266510634293,5.79
Italy,2002,64.5,1,1266510634293,4.76
Italy,2002,44.5,1,1266510634293,3.36
Italy,2002,29.5,1,1266510634293,2.13
Italy,2002,19.5,1,1266510634293,1.53
Italy,2002,9.5,0,1266510634293,0.21
Italy,2002,9.5,1,1266510634293,0.19
Italy,2003,87.5,0,1569649661400,33.46
Italy,2003,64.5,0,1569649661400,14.89
Italy,2003,44.5,0,1569649661400,11.46
Italy,2003,29.5,0,1569649661400,9.41
Italy,2003,87.5,1,1569649661400,6.24
Italy,2003,19.5,0,1569649661400,6.16
Italy,2003,64.5,1,1569649661400,4.96
Italy,2003,44.5,1,1569649661400,3.66
Italy,2003,29.5,1,1569649661400,2.52
Italy,2003,19.5,1,1569649661400,1.3
Italy,2003,9.5,0,1569649661400,0.21
Italy,2003,9.5,1,1569649661400,0.15
Italy,2004,87.5,0,1798314750435,31.68
Italy,2004,64.5,0,1798314750435,14.74
Italy,2004,44.5,0,1798314750435,11.22
Italy,2004,29.5,0,1798314750435,10.32
Italy,2004,87.5,1,1798314750435,5.94
Italy,2004,19.5,0,1798314750435,5.25
Italy,2004,64.5,1,1798314750435,4.39
Italy,2004,44.5,1,1798314750435,3.37
Italy,2004,29.5,1,1798314750435,2.53
Italy,2004,19.5,1,1798314750435,1.63
Italy,2004,9.5,1,1798314750435,0.15
Italy,2004,9.5,0,1798314750435,0.11
Italy,2005,87.5,0,1852661982341,26.32
Italy,2005,64.5,0,1852661982341,14.02
Italy,2005,44.5,0,1852661982341,10.62
Italy,2005,29.5,0,1852661982341,8.14
Italy,2005,87.5,1,1852661982341,5.68
Italy,2005,19.5,0,1852661982341,5.57
Italy,2005,64.5,1,1852661982341,4.85
Italy,2005,44.5,1,1852661982341,3.09
Italy,2005,29.5,1,1852661982341,2.53
Italy,2005,19.5,1,1852661982341,1.41
Italy,2005,9.5,0,1852661982341,0.28
Italy,2005,9.5,1,1852661982341,0.08
Italy,2006,87.5,0,1942633797516,29.26
Italy,2006,64.5,0,1942633797516,13.83
Italy,2006,44.5,0,1942633797516,10.13
Italy,2006,29.5,0,1942633797516,8.18
Italy,2006,19.5,0,1942633797516,4.67
Italy,2006,87.5,1,1942633797516,4.59
Italy,2006,64.5,1,1942633797516,3.92
Italy,2006,44.5,1,1942633797516,3.4
Italy,2006,29.5,1,1942633797516,2.1
Italy,2006,19.5,1,1942633797516,1.39
Italy,2006,9.5,0,1942633797516,0.14
Italy,2006,9.5,1,1942633797516,0
Italy,2007,87.5,0,2203053380783,28.35
Italy,2007,64.5,0,2203053380783,13.97
Italy,2007,44.5,0,2203053380783,9.93
Italy,2007,29.5,0,2203053380783,8.6
Italy,2007,19.5,0,2203053380783,5.47
Italy,2007,87.5,1,2203053380783,4.79
Italy,2007,64.5,1,2203053380783,3.9
Italy,2007,44.5,1,2203053380783,3.31
Italy,2007,29.5,1,2203053380783,2.09
Italy,2007,19.5,1,2203053380783,1.22
Italy,2007,9.5,0,2203053380783,0.18
Italy,2007,9.5,1,2203053380783,0.15
Italy,2008,87.5,0,2390729163615,26.27
Italy,2008,64.5,0,2390729163615,14.37
Italy,2008,44.5,0,2390729163615,10.92
Italy,2008,29.5,0,2390729163615,8.97
Italy,2008,19.5,0,2390729163615,5.16
Italy,2008,87.5,1,2390729163615,4.48
Italy,2008,64.5,1,2390729163615,4.43
Italy,2008,44.5,1,2390729163615,3.25
Italy,2008,29.5,1,2390729163615,2.45
Italy,2008,19.5,1,2390729163615,1.21
Italy,2008,9.5,1,2390729163615,0.11
Italy,2008,9.5,0,2390729163615,0.07
Italy,2009,87.5,0,2185160183384,27.58
Italy,2009,64.5,0,2185160183384,14.58
Italy,2009,44.5,0,2185160183384,11.57
Italy,2009,29.5,0,2185160183384,8.43
Italy,2009,19.5,0,2185160183384,4.61
Italy,2009,64.5,1,2185160183384,4.07
Italy,2009,87.5,1,2185160183384,4.02
Italy,2009,44.5,1,2185160183384,3.57
Italy,2009,29.5,1,2185160183384,1.81
Italy,2009,19.5,1,2185160183384,1.41
Italy,2009,9.5,0,2185160183384,0.21
Italy,2009,9.5,1,2185160183384,0.07
Italy,2010,87.5,0,2125058244243,25.75
Italy,2010,64.5,0,2125058244243,14.54
Italy,2010,44.5,0,2125058244243,11.88
Italy,2010,29.5,0,2125058244243,8.88
Italy,2010,19.5,0,2125058244243,4.62
Italy,2010,87.5,1,2125058244243,4.26
Italy,2010,64.5,1,2125058244243,4.11
Italy,2010,44.5,1,2125058244243,3.13
Italy,2010,29.5,1,2125058244243,2.17
Italy,2010,19.5,1,2125058244243,1.05
Italy,2010,9.5,0,2125058244243,0.34
Italy,2010,9.5,1,2125058244243,0.04
Italy,2011,87.5,0,2276292404601,28.6
Italy,2011,64.5,0,2276292404601,15.44
Italy,2011,44.5,0,2276292404601,12.6
Italy,2011,29.5,0,2276292404601,8.83
Italy,2011,19.5,0,2276292404601,5.57
Italy,2011,87.5,1,2276292404601,4.28
Italy,2011,64.5,1,2276292404601,4.12
Italy,2011,44.5,1,2276292404601,3.29
Italy,2011,29.5,1,2276292404601,1.65
Italy,2011,19.5,1,2276292404601,1.49
Italy,2011,9.5,0,2276292404601,0.14
Italy,2011,9.5,1,2276292404601,0.07
Italy,2012,87.5,0,2072823157060,25.35
Italy,2012,64.5,0,2072823157060,15.22
Italy,2012,44.5,0,2072823157060,13.4
Italy,2012,29.5,0,2072823157060,9.35
Italy,2012,19.5,0,2072823157060,5.9
Italy,2012,87.5,1,2072823157060,4.55
Italy,2012,64.5,1,2072823157060,4.41
Italy,2012,44.5,1,2072823157060,3.51
Italy,2012,29.5,1,2072823157060,1.94
Italy,2012,19.5,1,2072823157060,1.53
Italy,2012,9.5,1,2072823157060,0.15
Italy,2012,9.5,0,2072823157060,0.14
Italy,2013,87.5,0,2130491320659,25.29
Italy,2013,64.5,0,2130491320659,15.65
Italy,2013,44.5,0,2130491320659,12.62
Italy,2013,29.5,0,2130491320659,9.77
Italy,2013,19.5,0,2130491320659,4.82
Italy,2013,87.5,1,2130491320659,4.59
Italy,2013,64.5,1,2130491320659,4.57
Italy,2013,44.5,1,2130491320659,3.57
Italy,2013,29.5,1,2130491320659,1.9
Italy,2013,19.5,1,2130491320659,1.69
Italy,2013,9.5,0,2130491320659,0.24
Italy,2013,9.5,1,2130491320659,0.15
Italy,2014,87.5,0,2151732868243,26.11
Italy,2014,64.5,0,2151732868243,14.05
Italy,2014,44.5,0,2151732868243,12.08
Italy,2014,29.5,0,2151732868243,8.59
Italy,2014,19.5,0,2151732868243,5.54
Italy,2014,44.5,1,2151732868243,3.93
Italy,2014,87.5,1,2151732868243,3.91
Italy,2014,64.5,1,2151732868243,3.73
Italy,2014,29.5,1,2151732868243,2.18
Italy,2014,19.5,1,2151732868243,1.59
Italy,2014,9.5,1,2151732868243,0.25
Italy,2014,9.5,0,2151732868243,0.17
Italy,2015,87.5,0,1832868490534,25.28
Italy,2015,64.5,0,1832868490534,13.74
Italy,2015,44.5,0,1832868490534,11.5
Italy,2015,29.5,0,1832868490534,7.85
Italy,2015,19.5,0,1832868490534,5.27
Italy,2015,64.5,1,1832868490534,4.08
Italy,2015,87.5,1,1832868490534,3.79
Italy,2015,44.5,1,1832868490534,3.41
Italy,2015,29.5,1,1832868490534,1.89
Italy,2015,19.5,1,1832868490534,1.18
Italy,2015,9.5,0,1832868490534,0.24
Italy,2015,9.5,1,1832868490534,0.22
Jamaica,1985,87.5,0,2100223150,3.45
Jamaica,1985,87.5,1,2100223150,2.63
Jamaica,1985,19.5,0,2100223150,1.16
Jamaica,1985,29.5,0,2100223150,0.64
Jamaica,1985,44.5,0,2100223150,0.59
Jamaica,1985,44.5,1,2100223150,0.57
Jamaica,1985,19.5,1,2100223150,0
Jamaica,1985,29.5,1,2100223150,0
Jamaica,1985,9.5,1,2100223150,0
Jamaica,1985,64.5,1,2100223150,0
Jamaica,1985,9.5,0,2100223150,0
Jamaica,1985,64.5,0,2100223150,0
Jamaica,1986,44.5,0,2754566176,0.57
Jamaica,1986,19.5,1,2754566176,0
Jamaica,1986,29.5,1,2754566176,0
Jamaica,1986,44.5,1,2754566176,0
Jamaica,1986,9.5,1,2754566176,0
Jamaica,1986,64.5,1,2754566176,0
Jamaica,1986,87.5,1,2754566176,0
Jamaica,1986,19.5,0,2754566176,0
Jamaica,1986,29.5,0,2754566176,0
Jamaica,1986,9.5,0,2754566176,0
Jamaica,1986,64.5,0,2754566176,0
Jamaica,1986,87.5,0,2754566176,0
Jamaica,1987,64.5,0,3286987552,3.77
Jamaica,1987,19.5,0,3286987552,1.96
Jamaica,1987,29.5,0,3286987552,0.59
Jamaica,1987,29.5,1,3286987552,0.56
Jamaica,1987,44.5,1,3286987552,0.53
Jamaica,1987,9.5,1,3286987552,0.37
Jamaica,1987,19.5,1,3286987552,0
Jamaica,1987,64.5,1,3286987552,0
Jamaica,1987,87.5,1,3286987552,0
Jamaica,1987,44.5,0,3286987552,0
Jamaica,1987,9.5,0,3286987552,0
Jamaica,1987,87.5,0,3286987552,0
Jamaica,1988,87.5,1,3828310735,2.32
Jamaica,1988,19.5,0,3828310735,0.79
Jamaica,1988,44.5,0,3828310735,0.55
Jamaica,1988,29.5,1,3828310735,0.54
Jamaica,1988,19.5,1,3828310735,0
Jamaica,1988,44.5,1,3828310735,0
Jamaica,1988,9.5,1,3828310735,0
Jamaica,1988,64.5,1,3828310735,0
Jamaica,1988,29.5,0,3828310735,0
Jamaica,1988,9.5,0,3828310735,0
Jamaica,1988,64.5,0,3828310735,0
Jamaica,1988,87.5,0,3828310735,0
Jamaica,1989,19.5,1,4404970059,0
Jamaica,1989,29.5,1,4404970059,0
Jamaica,1989,44.5,1,4404970059,0
Jamaica,1989,9.5,1,4404970059,0
Jamaica,1989,64.5,1,4404970059,0
Jamaica,1989,87.5,1,4404970059,0
Jamaica,1989,19.5,0,4404970059,0
Jamaica,1989,29.5,0,4404970059,0
Jamaica,1989,44.5,0,4404970059,0
Jamaica,1989,9.5,0,4404970059,0
Jamaica,1989,64.5,0,4404970059,0
Jamaica,1989,87.5,0,4404970059,0
Jamaica,1990,19.5,0,4592224067,0.8
Jamaica,1990,44.5,0,4592224067,0.52
Jamaica,1990,19.5,1,4592224067,0
Jamaica,1990,29.5,1,4592224067,0
Jamaica,1990,44.5,1,4592224067,0
Jamaica,1990,9.5,1,4592224067,0
Jamaica,1990,64.5,1,4592224067,0
Jamaica,1990,87.5,1,4592224067,0
Jamaica,1990,29.5,0,4592224067,0
Jamaica,1990,9.5,0,4592224067,0
Jamaica,1990,64.5,0,4592224067,0
Jamaica,1990,87.5,0,4592224067,0
Jamaica,1991,64.5,0,4071219198,0.9
Jamaica,1991,19.5,1,4071219198,0
Jamaica,1991,29.5,1,4071219198,0
Jamaica,1991,44.5,1,4071219198,0
Jamaica,1991,9.5,1,4071219198,0
Jamaica,1991,64.5,1,4071219198,0
Jamaica,1991,87.5,1,4071219198,0
Jamaica,1991,19.5,0,4071219198,0
Jamaica,1991,29.5,0,4071219198,0
Jamaica,1991,44.5,0,4071219198,0
Jamaica,1991,9.5,0,4071219198,0
Jamaica,1991,87.5,0,4071219198,0
Jamaica,2000,44.5,0,8985352832,0.74
Jamaica,2000,19.5,0,8985352832,0.42
Jamaica,2000,19.5,1,8985352832,0
